City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code,Order Processing Time,Total Discount,Profit Margin,Order Year,Order Month,Order Day of Week,Order Week of Year
Myrtle Beach,54,Luke Schmidt,Home Office,0.07,1,2012-01-08,30083,Not Specified,23,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,20.43,South,4234,324.28,2012-01-09,Regular Air,3.5,South Carolina,14.56,29577,1,22.6996,0.06300111015172075,2012,1,6,1
Pasadena,54,Mark Haberlin,Small Business,0.05,1,2012-01-09,31715,Not Specified,44,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-116.87,West,4451,145.19,2012-01-09,Regular Air,3.97,California,3.28,91104,0,7.2595,-0.8049452441628212,2012,1,0,2
Lawton,54,Joni Blumstein,Home Office,0.02,1,2012-01-09,18561,Not Specified,9,0.39,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-38.9,Central,2571,45.87,2012-01-10,Regular Air,6.89,Oklahoma,4.13,73505,1,0.9174,-0.8480488336603444,2012,1,0,2
Pasadena,54,Mark Haberlin,Small Business,0.01,1,2012-01-09,31715,Not Specified,11,0.36,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,-53.8545,West,4450,68.5,2012-01-10,Regular Air,7.57,California,5.38,91104,1,0.685,-0.7861970802919708,2012,1,0,2
Gilroy,54,Cynthia Voltz,Corporate,0.0,1,2012-01-09,8576,High,43,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-164.25,West,1173,541.45,2012-01-11,Express Air,8.99,California,11.66,95020,2,0.0,-0.3033521100747991,2012,1,0,2
Plainfield,54,Yana Sorensen,Corporate,0.07,1,2012-01-09,58343,Not Specified,39,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,11.32,East,8161,121.87,2012-01-11,Regular Air,1.35,New Jersey,3.29,7060,2,8.5309,0.0928858619840814,2012,1,0,2
Augusta,54,Mark Haberlin,Small Business,0.09,1,2012-01-09,31715,Not Specified,24,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,-4.09,East,4449,64.11,2012-01-11,Regular Air,0.97,Maine,2.78,4330,2,5.7699,-0.06379659959444704,2012,1,0,2
Madison,54,Olvera Toch,Home Office,0.1,1,2012-01-09,40097,Low,47,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-71.0,Central,5666,117.88,2012-01-14,Regular Air,2.4,Wisconsin,2.6,53711,5,11.788,-0.6023074312860537,2012,1,0,2
Denton,54,Darren Powers,Corporate,0.06,1,2012-01-10,14596,Critical,19,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-53.75,Central,2046,63.14,2012-01-11,Regular Air,3.97,Texas,3.28,76201,1,3.7883999999999998,-0.8512828634779854,2012,1,1,2
Lehi,54,Ann Steele,Corporate,0.02,1,2012-01-10,44391,Not Specified,16,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-85.23,West,6273,112.81,2012-01-11,Regular Air,9.17,Utah,6.48,84043,1,2.2562,-0.7555181278255474,2012,1,1,2
Pittsburgh,54,Rob Haberlin,Consumer,0.0,1,2012-01-10,33988,Medium,30,0.79,Technology,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-128.47,East,4787,164.78,2012-01-11,Regular Air,5.14,Pennsylvania,5.02,15122,1,0.0,-0.779645588056803,2012,1,1,2
Essex Junction,54,Giulietta Dortch,Corporate,0.02,1,2012-01-10,28999,High,34,0.45,Technology,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,420.05,East,4073,1177.5,2012-01-11,Regular Air,1.99,Vermont,33.98,5451,1,23.55,0.3567303609341826,2012,1,1,2
Denton,54,Darren Powers,Corporate,0.01,1,2012-01-10,14596,Critical,24,0.43,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,73.33,Central,2045,199.12,2012-01-12,Regular Air,0.96,Texas,8.34,76201,2,1.9912,0.36827038971474485,2012,1,1,2
East Lansing,54,Kristina Nunn,Consumer,0.05,1,2012-01-10,55367,Critical,48,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,129.87,Central,7732,571.17,2012-01-12,Regular Air,2.36,Michigan,11.55,48823,2,28.5585,0.22737538736278168,2012,1,1,2
Hazelwood,54,Maria Bertelson,Home Office,0.05,1,2012-01-10,28290,Low,43,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-154.24,Central,3964,1307.35,2012-01-14,Express Air,8.65,MO,30.42,63042,4,65.36749999999999,-0.11797911806325775,2012,1,1,2
Pleasure Ridge Park,54,Michelle Moray,Corporate,0.02,1,2012-01-10,20037,Low,35,0.42,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,339.58,South,2775,1009.42,2012-01-15,Regular Air,8.55,Kentucky,29.18,40258,5,20.188399999999998,0.33641100830179704,2012,1,1,2
Trenton,54,Bradley Drucker,Small Business,0.03,1,2012-01-11,33797,Not Specified,18,0.36,Office Supplies,Small Box,Xerox 188,Paper,30.53,East,4758,216.87,2012-01-11,Regular Air,5.01,New Jersey,11.34,8601,0,6.5061,0.1407755798404574,2012,1,2,2
Beverly,54,Bradley Drucker,Small Business,0.02,1,2012-01-11,33797,Not Specified,44,0.73,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,-449.04,East,4755,574.5,2012-01-12,Regular Air,14.37,MA,12.99,1915,1,11.49,-0.7816187989556136,2012,1,2,2
Hanson,54,Bradley Drucker,Small Business,0.06,1,2012-01-11,33797,Not Specified,18,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-22.37,East,4756,262.94,2012-01-12,Regular Air,6.75,MA,14.42,2341,1,15.776399999999999,-0.0850764432950483,2012,1,2,2
Springfield,54,Alan Barnes,Corporate,0.06,1,2012-01-11,19655,High,31,0.51,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,304.42,Central,2726,1143.45,2012-01-12,Regular Air,1.99,Illinois,39.24,62701,1,68.607,0.26622939350212077,2012,1,2,2
Hawthorne,54,Bradley Drucker,Small Business,0.05,1,2012-01-11,33797,Not Specified,29,0.49,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,-103.78,East,4757,138.17,2012-01-13,Express Air,6.6,New Jersey,4.14,7506,2,6.9085,-0.7511037128175437,2012,1,2,2
Florence,54,Cindy Schnelling,Corporate,0.09,1,2012-01-12,20549,Not Specified,40,0.67,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,-568.71,South,2855,1030.09,2012-01-13,Regular Air,19.99,Kentucky,27.75,41042,1,92.70809999999999,-0.5520973895484861,2012,1,3,2
Gaithersburg,54,Rick Reed,Consumer,0.04,1,2012-01-12,43362,Critical,33,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,2.72,East,6123,58.48,2012-01-14,Regular Air,1.0,Maryland,1.68,20877,2,2.3392,0.04651162790697675,2012,1,3,2
Fort Thomas,54,Liz Price,Consumer,0.1,1,2012-01-12,27813,Medium,10,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-131.03,South,3901,401.14,2012-01-14,Regular Air,6.5,Kentucky,40.98,41075,2,40.114000000000004,-0.32664406441641325,2012,1,3,2
Englewood,54,Greg Matthias,Home Office,0.0,1,2012-01-12,7461,Low,28,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,111.4,West,1025,260.79,2012-01-16,Regular Air,1.39,Colorado,8.74,80112,4,0.0,0.4271636182368956,2012,1,3,2
Englewood,54,Greg Matthias,Home Office,0.02,1,2012-01-12,7461,Low,44,0.83,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,-16.72,West,1026,90.35,2012-01-16,Regular Air,0.7,Colorado,1.98,80112,4,1.807,-0.18505810736026562,2012,1,3,2
College Park,54,Michelle Huthwaite,Home Office,0.06,1,2012-01-13,51623,Critical,17,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-66.58,East,7241,39.23,2012-01-13,Regular Air,5.33,Maryland,2.08,20740,0,2.3537999999999997,-1.6971705327555444,2012,1,4,2
Pembroke Pines,54,Mike Gockenbach,Consumer,0.07,1,2012-01-13,25541,Low,50,0.36,Office Supplies,Small Box,Xerox 1903,Paper,-111.34,South,3582,297.76,2012-01-15,Regular Air,5.79,Florida,5.98,33024,2,20.843200000000003,-0.3739253089736701,2012,1,4,2
Post Falls,54,Tamara Manning,Corporate,0.06,1,2012-01-14,43911,Medium,29,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-53.89,West,6200,577.89,2012-01-14,Regular Air,11.17,Idaho,19.99,83854,0,34.6734,-0.09325304123622143,2012,1,5,2
Hendersonville,54,Toby Swindell,Small Business,0.02,1,2012-01-14,30567,Not Specified,14,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,7.32,South,4294,62.6,2012-01-15,Regular Air,0.94,Tennessee,4.28,37075,1,1.252,0.11693290734824281,2012,1,5,2
Hendersonville,54,Toby Swindell,Small Business,0.01,1,2012-01-14,30567,Not Specified,3,0.45,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,23.0,South,4293,38.71,2012-01-16,Express Air,7.29,Tennessee,9.48,37075,2,0.3871,0.5941617153190389,2012,1,5,2
Allentown,54,Clytie Kelty,Small Business,0.1,1,2012-01-14,34691,Critical,13,0.37,Office Supplies,Small Box,Xerox 1939,Paper,-7.39,East,4877,245.82,2012-01-16,Express Air,9.54,Pennsylvania,18.97,18103,2,24.582,-0.030062647465625255,2012,1,5,2
Allentown,54,Clytie Kelty,Small Business,0.08,1,2012-01-14,34691,Critical,27,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-168.75,East,4875,217.68,2012-01-16,Regular Air,9.23,Pennsylvania,7.77,18103,2,17.4144,-0.7752205071664829,2012,1,5,2
Salinas,54,Jennifer Patt,Home Office,0.08,1,2012-01-14,8325,Critical,27,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,13.92,West,1145,112.57,2012-01-17,Regular Air,0.94,California,4.28,93905,3,9.0056,0.12365639157857333,2012,1,5,2
Battle Creek,54,Giulietta Weimer,Corporate,0.0,1,2012-01-15,37729,Not Specified,48,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-26.7835,Central,5297,447.89,2012-01-15,Regular Air,6.19,Michigan,8.6,49017,0,0.0,-0.059799281073477865,2012,1,6,2
Hattiesburg,54,Jennifer Jackson,Home Office,0.08,1,2012-01-15,12676,High,25,0.49,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,-80.86,South,1769,201.06,2012-01-16,Express Air,7.96,Mississippi,8.09,39401,1,16.0848,-0.4021685069133592,2012,1,6,2
Knoxville,54,Amy Hunt,Consumer,0.09,1,2012-01-15,22243,Critical,9,0.56,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,-1.82,South,3103,24.76,2012-01-16,Regular Air,0.7,Tennessee,2.88,37918,1,2.2284,-0.07350565428109855,2012,1,6,2
West Mifflin,54,Amy Cox,Small Business,0.06,1,2012-01-15,48773,Medium,7,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,3.27,East,6849,51.27,2012-01-17,Regular Air,2.17,Pennsylvania,7.04,15122,2,3.0762,0.06377998829724985,2012,1,6,2
Lombard,54,Skye Norling,Home Office,0.01,1,2012-01-15,6884,Low,41,0.36,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-61.21,Central,950,217.0,2012-01-20,Regular Air,4.75,Illinois,4.98,60148,5,2.17,-0.282073732718894,2012,1,6,2
Lombard,54,Skye Norling,Home Office,0.04,1,2012-01-15,6884,Low,47,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,119.09,Central,951,296.13,2012-01-20,Regular Air,1.02,Illinois,6.35,60148,5,11.8452,0.4021544591902205,2012,1,6,2
Boardman,54,Xylona Price,Corporate,0.04,1,2012-01-16,30915,Low,20,0.57,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-17.75,East,4341,62.78,2012-01-16,Express Air,2.03,Ohio,2.98,44512,0,2.5112,-0.2827333545715196,2012,1,0,3
Naperville,54,Sylvia Foulston,Corporate,0.1,1,2012-01-16,31781,Medium,46,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-282.6125,Central,4459,249.02,2012-01-17,Regular Air,8.49,Illinois,5.81,60540,1,24.902,-1.134898803308971,2012,1,0,3
Naperville,54,Sylvia Foulston,Corporate,0.03,1,2012-01-16,31781,Medium,41,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,5.53,Central,4460,78.49,2012-01-17,Regular Air,0.75,Illinois,1.81,60540,1,2.3547,0.07045483501082941,2012,1,0,3
Hot Springs,54,Joe Elijah,Home Office,0.0,1,2012-01-16,49541,Medium,35,0.57,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,16.46,South,6941,503.75,2012-01-17,Regular Air,5.5,Arkansas,13.43,71901,1,0.0,0.032674937965260546,2012,1,0,3
Laurel,54,Sanjit Jacobs,Consumer,0.01,1,2012-01-16,2370,Critical,30,0.4,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,59.18,East,346,257.42,2012-01-18,Regular Air,2.87,Maryland,8.01,20707,2,2.5742000000000003,0.22989666692564678,2012,1,0,3
Woodmere,54,Jason Klamczynski,Small Business,0.09,1,2012-01-16,39173,Critical,36,0.52,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,3.23,East,5533,76.48,2012-01-18,Regular Air,0.78,New York,2.18,11598,2,6.8832,0.04223326359832636,2012,1,0,3
Murfreesboro,54,Christina Anderson,Corporate,0.04,1,2012-01-16,22147,Low,37,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,175.07,South,3086,832.14,2012-01-20,Regular Air,8.99,Tennessee,22.72,37130,4,33.2856,0.2103852717090874,2012,1,0,3
Palm Beach Gardens,54,Katherine Ducich,Corporate,0.06,1,2012-01-17,10272,Medium,26,0.39,Office Supplies,Small Box,Xerox 1991,Paper,76.43,South,1416,566.39,2012-01-17,Regular Air,8.18,Florida,22.84,33403,0,33.983399999999996,0.13494235420823109,2012,1,1,3
Wilmette,54,Carlos Soltero,Small Business,0.08,1,2012-01-17,12771,Critical,40,0.39,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,-193.44,Central,1781,1143.49,2012-01-17,Regular Air,19.99,Illinois,30.53,60091,0,91.4792,-0.16916632414800303,2012,1,1,3
Sioux Falls,54,Paul Prost,Corporate,0.1,1,2012-01-17,46884,Medium,25,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,39.52,Central,6587,280.43,2012-01-18,Regular Air,2.36,South Dakota,11.55,57103,1,28.043000000000003,0.1409264344043077,2012,1,1,3
